word,trans
ምዋርተኞችን, mwartäñočn
ኤልቶላድ, 'eltolad
አወጣችሁ, 'äwäTačhu
ስትመጣ, stmäTa
እቀጣሃለሁ, 'qäTahalähu
ታመጡ, tamäTu
የሚናገረኝን, yäminagäräñn
ጥሮፊሞስን, Trofimosn
ሙላ, mula
አይቻለሁና, 'äyčalähuna
ኤሽትሞዓ, 'eštmoʕa
እንደማይሰበስበው, 'ndämaysäbäsbäw
የውሻውን, yäwšawn
የምትመጣው, yämtmäTaw
መልእክተኛም, mäl'ktäñam
የምንገዛ, yämngäza
በመረጣት, bämäräTat
በአለቆችዋና, bä'äläqočwana
ተጠምቀው, täTämqäw
አልተዋችሁም, 'ältäwačhum
ከልጄ, kälǧe
ግቢና, gbina
ሕፃናትንም, ħṩanatnm
ከባልንጀሮችህ, käbalnǧäročh
ይጣል, yTal
እየተንቀጠቀጠ, 'yätänqäTäqäTä
በበረሀውም, bäbärähäwm
ያጠምቅበት, yaTämqbät
የሚያጠግብ, yämiyaTägb
የሚነካውን, yäminäkawn
የምናገረውን, yämnagäräwn
ተደላድላችሁ, tädäladlačhu
ለጸሐፊው, läṣäħäfiw
መልሳቸው, mälsačäw
ዬጽር, yeṣr
በዛች, bäzač
ብትናገራቸው, btnagäračäw
አሽና, 'äšna
ከጣዖት, käTaʕot
አትመልሰው, 'ätmälsäw
በቁመታቸው, bäqumätačäw
እያደገ, 'yadägä
ፍቅርም, fqrm
በሉልኝ, bälulñ
ዝፍት, zft
በሕጉም, bäħgum
ተሻገሪ, täšagäri
አምጥተውም, 'ämTtäwm
የሚለውም, yämiläwm
ዓላማን, ʕalaman
የጭቃ, yäČqa
አኑረኝ, 'änuräñ
ትወልድልሃለች, twäldlhaläč
በራድ, bärad
የአፌ, yä'äfe
ቢጥሉ, biTlu
ሰነፎችም, sänäfočm
ዘለግ, zäläg
አቀፋቸውም, 'äqäfačäwm
ድንኳኖቻቸውንና, dnkʷanočačäwnna
እንጀራስ, 'nǧäras
በወንበሩ, bäwänbäru
አስቀኑት, 'äsqänut
በተሾሙት, bätäšomut
በወጣበት, bäwäTabät
ይዘንባል, yzänbal
በጎዳናውም, bägodanawm
ስጠብቅ, sTäbq
አላገኙትም, 'älagäñutm
እንድንካፈል, 'ndnkafäl
ከሌሊት, kälelit
ይገማሉ, ygämalu
ግሩምና, grumna
ሁልጊዜስ, hulgizes
ራሔልንም, raħelnm
በጠላትም, bäTälatm
ከክፋቱም, käkfatum
አኪጦብን, 'äkiTobn
ለመደች, lämädäč
አይራቁ, 'äyraqu
ኤሎንንና, 'elonnna
የባሪያዎቼን, yäbariyawočen
ታመነ, tamänä
ስላሉቱ, slalutu
ተመለስህ, tämäläsh
መራኸኝ, märaKäñ
የአኪጦፌል, yä'äkiTofel
መንግሥትንና, mängśtnna
እላቸው, 'lačäw
ኬልቅያስና, kelqyasna
እንዳትሞቱም, 'ndatmotum
ጕብጕቦቹና, gʷbgʷbočuna
ልታደርግለት, ltadärglät
የነበረላትን, yänäbärälatn
የእናንተንም, yä'nantänm
ብዛቱም, bzatum
የተስማሙ, yätäsmamu
ለምኑልኝ, lämnulñ
ሲሣራም, siśaram
አዝናችኋልና, 'äznačḫʷalna
በስድስቱም, bäsdstum
ውበትዋ, wbätwa
ወለድሁ, wälädhu
ማደሪያቸውን, madäriyačäwn
እወድዳለሁና, 'wäddalähuna
ፈረሰኛውም, färäsäñawm
ሊያገኙ, liyagäñu
ቃዴስና, qadesna
የተያዙ, yätäyazu
ሸለቆም, šäläqom
አሞራዊው, 'ämorawiw
በረኞችም, bäräñočm
በዖዝያንና, bäʕozyanna
ስማችሁንም, smačhunm
በጠበበው, bäTäbäbäw
ሔሬብንና, ħerebnna
ትጠጡ, tTäTu
እንርካ, 'nrka
አኑሬ, 'änure
ባሮክንም, baroknm
እንዳይናገር, 'ndaynagär
አልተሰማማም, 'ältäsämamam
በተመለሱ, bätämäläsu
ድውዮችንም, dwyočnm
የግብፅንም, yägbṩnm
በተዘረጋችም, bätäzärägačm
ሚሳኤልና, misa'elna
በደሴት, bädäset
አልሄድሁም, 'älhedhum
መታሰቢያን, mätasäbiyan
ሰወሩብኝ, säwärubñ
ግለጠው, gläTäw
የምድሪቱም, yämdritum
ያገኙህማል, yagäñuhmal
ጃግሬዎች, ǧagrewoč
አስቈፈረ, 'äsqʷäfärä
ይድኤል, yd'el
ይመዝናል, ymäznal
ስጦታም, sTotam
አስገዛህለት, 'äsgäzahlät
ላኩብኝ, lakubñ
ከኃይሉ, käḫaylu
ህ, h
ይዋጣሉ, ywaTalu
ለበጎነት, läbägonät
ሎሌዎቹም, lolewočum
ሊሰማ, lisäma
አደርግብሻለሁ, 'ädärgbšalähu
መጽሓፍ, mäṣħaf
የቂሶን, yäqison
ጠቦቶችና, Täbotočna
ይቀመጣሉና, yqämäTaluna
ከአምላኬ, kä'ämlake
ጐበዛዝቴ, gʷäbäzazte
የያዋንም, yäyawanm
ኃይለኛም, ḫayläñam
አልተናገርሁምና, 'ältänagärhumna
ሰሌምያን, sälemyan
የሰደቡትን, yäsädäbutn
ገባብኝ, gäbabñ
ፈረሶችህን, färäsočhn
ማሳደድ, masadäd
ለማበጀት, lämabäǧät
መንፈሳቸውን, mänfäsačäwn
የሚያምኑም, yämiyamnum
ውሾችም, wšočm
ሴቶቹ, setoču
እባጮች, 'baČoč
ደግማ, dägma
ክርስቲያኑ, krstiyanu
የዘርህንም, yäzärhnm
የካህናቱም, yäkahnatum
የንስሐን, yänsħän
ቀለምም, qälämm
የሚወዘውዘውን, yämiwäzäwzäwn
ፍዳንም, fdanm
ከሰገነቱ, käsägänätu
እርሷም, 'rswam
አምናችሁም, 'ämnačhum
ጠፍታለችና, Täftaläčna
እንዲገዙአቸው, 'ndigäzu'äčäw
ጠላቶቻችሁንም, Tälatočačhunm
የፍልስጥኤማዊውን, yäflsT'emawiwn
ለብር, läbr
አደባባዩን, 'ädäbabayun
ለቀረበ, läqäräbä
ሑሳምም, ħusamm
ጸለይን, ṣäläyn
መያዝ, mäyaz
ታጥፋለህ, taTfaläh
የሚሠሩአቸውም, yämiśäru'äčäwm
በሙቀጫ, bämuqäČa
በመክደኛውም, bämäkdäñawm
የተቈጠረ, yätäqʷäTärä
መፈተን, mäfätän
እቶነ, 'tonä
አትሰሙም, 'ätsämum
መላእክትና, mäla'ktna
የቤቴልና, yäbetelna
ከሜራሪም, kämerarim
እንዲሆንልሽ, 'ndihonlš
ያድርግህ, yadrgh
አስተማርኋችሁ, 'ästämarḫʷačhu
ድካማችንን, dkamačnn
በመለስሁ, bämäläshu
ቆይቼ, qoyče
ታውጣ, tawTa
የመለከትንና, yämäläkätnna
የሚያመልኩ, yämiyamälku
ሰላሙንም, sälamunm
አደባባዩ, 'ädäbabayu
አዛጦን, 'äzaTon
ጣዖትም, Taʕotm
አበሰች, 'äbäsäč
ሌማትም, lematm
የክንዓናም, yäknʕanam
የመዳንንም, yämädannm
በኃጢአትሽ, bäḫaTi'ätš
ተአምራትህንም, tä'ämrathnm
ልብናንና, lbnanna
በዛንጅር, bäzanǧr
ይገለብጣቸዋል, ygäläbTačäwal
ጦሩም, Torum
ከሰይፍና, käsäyfna
ሊገናኙ, ligänañu
ረክሰዋል, räksäwal
ሐመር, ħämär
ወስላቶች, wäslatoč
ለመኑን, lämänun
ያልራራለት, yalraralät
ታብቅል, tabql
ይተጉ, ytägu
ከሚወርዱት, kämiwärdut
እንዲወስድ, 'ndiwäsd
ሐኖንም, ħänonm
ከቄሣር, käqeśar
መለሰች, mäläsäč
ትፈርድባቸዋለህን, tfärdbačäwalähn
ኢያቡሳዊ, 'iyabusawi
የሠራትን, yäśäratn
እንዲዳስሳቸውም, 'ndidassačäwm
ይታጠቡበታል, ytaTäbubätal
በዲቁና, bädiquna
ሊል, lil
አዘንባለሁ, 'äzänbalähu
ከአባቶቹም, kä'äbatočum
ኤሞርም, 'emorm
ተጐናጽፋ, tägʷänaṣfa
ወንጌልም, wängelm
የኃይላቸው, yäḫaylačäw
እንዲወርድ, 'ndiwärd
ብይን, byn
የተከለው, yätäkäläw
የኩሽም, yäkušm
ለታላቁም, lätalaqum
የታመንህ, yätamänh
የዓዲን, yäʕadin
የተማረ, yätämarä
የወንድሜ, yäwändme
ቍራም, qʷram
ታናናሾች, tananašoč
ቀደሙ, qädämu
የተከፈተውን, yätäkäfätäwn
ትተሃልና, ttähalna
ኑኃሚንን, nuḫaminn
የነቢዩንም, yänäbiyunm
ከኅጥኣን, käḫT'an
አገርህ, 'ägärh
እንዲሠምርላችሁ, 'ndiśämrlačhu
መጭመቂያው, mäČmäqiyaw
ወደሚሰጠን, wädämisäTän
ከአውግስጦስ, kä'äwgsTos
ዘጠኙን, zäTäñun
የአርሞንዔምንም, yä'ärmonʕemnm
ወዶአልና, wädo'älna
የኤልያብም, yä'elyabm
ማጨድ, maČäd
እንጐቻም, 'ngʷäčam
ከዝሙትም, käzmutm
ኢዮአካዝም, 'iyo'äkazm
ለማስታወቅ, lämastawäq
ቆንጆይቱም, qonǧoytum
አልበቃቸውም, 'älbäqačäwm
የእሳቱም, yä'satum
ይረስርስ, yräsrs
የማይሰሙትንም, yämaysämutnm
የወሰዳቸውን, yäwäsädačäwn
ከኤርትራ, kä'ertra
ሲለሰልስ, siläsäls
አይጥልምና, 'äyTlmna
ያሠራው, yaśäraw
ይወገዳሉ, ywägädalu
ከሕፃናቶቻቸውና, käħṩanatočačäwna
ቅጠሎች, qTäloč
ከተቀበለው, kätäqäbäläw
ባገኘውም, bagäñäwm
አፈሩንም, 'äfärunm
እጅሽን, 'ǧšn
ወጥመድና, wäTmädna
ሱፍ, suf
ለመቅደስም, lämäqdäsm
አሞራውያንንም, 'ämorawyannm
የዲሳን, yädisan
ጠብቆአልና, Täbqo'älna
የሖሪው, yäħoriw
ይሰበስብሃል, ysäbäsbhal
ዮቅጣን, yoqTan
ያነሡ, yanäśu
እንደሚሮጥ, 'ndämiroT
ከነገዶችህ, känägädočh
የሚረሱ, yämiräsu
በሥርዓቴ, bäśrʕate
ኦዶላም, 'odolam
ይወለዳል, ywälädal
መንገዳቸውንና, mängädačäwnna
ስፋትዋ, sfatwa
ከአንድም, kä'ändm
አገራቸው, 'ägäračäw
መፈራት, mäfärat
የነጠቀውንም, yänäTäqäwnm
ሸለመው, šälämäw
በምድርህም, bämdrhm
ጠርጎ, Tärgo
የሚወለደው, yämiwälädäw
አይገደሉ, 'äygädälu
ይኰራል, ykʷäral
ከትርፋቸው, kätrfačäw
በደረቁ, bädäräqu
አይልምን, 'äylmn
ስላላመኑ, slalamänu
የላምና, yälamna
ዘቦ, zäbo
አድራለሁ, 'ädralähu
ይፈጽሙ, yfäṣmu
የዛፉን, yäzafun
ነጥቀው, näTqäw
አልጠበቃችሁምና, 'älTäbäqačhumna
ፍሩት, frut
በዕርቅ, bäʕrq
ሊያሳይ, liyasay
አባቴንና, 'äbatenna
የነጦፋዊው, yänäTofawiw
ትችል, tčl
ኦሖላ, 'oħola
የመውጊያውን, yämäwgiyawn
ያገቡትን, yagäbutn
በናቡክደነፆር, bänabukdänäṩor
የኤማን, yä'eman
ሰደደለት, sädädälät
በመንፈሳዊ, bämänfäsawi
በተገለጠ, bätägäläTä
እንድለምን, 'ndlämn
እመለከት, 'mäläkät
ለመውለድ, lämäwläd
የምዋቹ, yämwaču
ክርክርም, krkrm
ሰገደችለት, sägädäčlät
አጋደመው, 'ägadämäw
ያቤጽም, yabeṣm
ሕይወቴም, ħywätem
ግፍም, gfm
ስፍራዋን, sfrawan
የሚያስጨንቁኝ, yämiyasČänquñ
እንዲያማ, 'ndiyama
ግንቦችን, gnbočn
እንዲያውቅ, 'ndiyawq
ይሰብራሉ, ysäbralu
ሰቦችህም, säbočhm
የሚመላለሱትን, yämimälaläsutn
ይዋረዱማል, ywarädumal
ያፈልቃል, yafälqal
እንዳይሰግዱ, 'ndaysägdu
ይጠንቀቅ, yTänqäq
አይገባችሁምን, 'äygäbačhumn
ይታመናል, ytamänal
ልመናውን, lmänawn
ልናይ, lnay
በጎዛንም, bägozanm
ይታበያል, ytabäyal
መያዣዎችን, mäyažawočn
ጠሪ, Täri
በሦስቱም, bäśostum
ጨለመች, Čälämäč
ፈረደባቸው, färädäbačäw
ተጠመዱ, täTämädu
ጻፈልን, ṣafäln
በበታችህም, bäbätačhm
ከዕንቅብ, käʕnqb
መነቅነቅ, mänäqnäq
እስኪነፍስ, 'skinäfs
አላፊዎች, 'älafiwoč
የሚገሥጸው, yämigäśṣäw
ቡቃያዋንም, buqayawanm
በርኵሰታቸውም, bärkʷsätačäwm
አታምዋርቱም, 'ätamwartum
በያሻር, bäyašar
ያደረስኸኝ, yadäräsKäñ
ሊዳስሱ, lidassu
ያዘንብ, yazänb
የሚመልሰው, yämimälsäw
ከንፍታሌምና, känftalemna
የሚያንሰው, yämiyansäw
ከጨረሱ, käČäräsu
ለቍጣ, läqʷTa
ንጥር, nTr
ለዓለምም, läʕalämm
ስቀሉት, sqälut
መቅሠፍቴ, mäqśäfte
ጢስዋም, Tiswam
ታገባለህ, tagäbaläh
ታረደ, tarädä
ከለምለምም, kälämlämm
የክራሩን, yäkrarun
ያመጣቸዋል, yamäTačäwal
ለስጦታ, läsTota
ማመን, mamän
ለታናሹ, lätanašu
መቅሠፍትን, mäqśäftn
ከአትክልትም, kä'ätkltm
ከዚያችም, käziyačm
የርግብም, yärgbm
መታጠብና, mätaTäbna
ምንጣፍ, mnTaf
አፍረዋልን, 'äfräwaln
ከፈረሶች, käfäräsoč
ለማኖር, lämanor
የርስታችሁን, yärstačhun
የተሾሙ, yätäšomu
ወንድንም, wändnm
አይመጣባችሁም, 'äymäTabačhum
በረኞቹ, bäräñoču
ውኃህንም, wḫahnm
እንዳይታበዩ, 'ndaytabäyu
ልባል, lbal
የሚያፈርሱ, yämiyafärsu
ቆምን, qomn
ማጠብ, maTäb
ልትሰጡኝ, ltsäTuñ
መርከብም, märkäbm
በአብደናጎም, bä'äbdänagom
ተኝተውም, täñtäwm
መልስበት, mälsbät
የግመል, yägmäl
ይጠርብ, yTärb
ያድናቸዋልና, yadnačäwalna
ያልፉብሃል, yalfubhal
አይታችሁ, 'äytačhu
የወጡትን, yäwäTutn
እንዲለዩ, 'ndiläyu
ሊገናኙአቸው, ligänañu'äčäw
ሳብያ, sabya
በጠባም, bäTäbam
ከሁላችን, kähulačn
አስነሥቼ, 'äsnäśče
ለዛብሎን, läzablon
አልጠራሁህም, 'älTärahuhm
ለመታዘዝ, lämätazäz
በሞቱም, bämotum
ከልጅዋ, kälǧwa
ጎልያድ, golyad
በየርስታቸው, bäyärstačäw
ይከፈትለታል, ykäfätlätal
ተንፈራፈረ, tänfärafärä
እንደሚወጡ, 'ndämiwäTu
ተማማለ, tämamalä
የአብ, yä'äb
ምድያማውያንን, mdyamawyann
ከቴላሬሳ, kätelaresa
ሰወርሁ, säwärhu
ሳታውቁ, satawqu
ሕዝብህንና, ħzbhnna
በአንጥረኛ, bä'änTräña
ይሰነጥቀዋል, ysänäTqäwal
ምናምንቴዎቹ, mnamntewoču
ቀንህ, qänh
ጼሌቅ, ṣeleq
ብትጠብቃት, btTäbqat
አሳያችሁ, 'äsayačhu
ተቀባዮች, täqäbayoč
የሚያጽናናኝ, yämiyaṣnanañ
ቅሬታው, qretaw
ተሻገር, täšagär
ትባላላችሁ, tbalalačhu
ጭማቂ, Čmaqi
የጌታህንም, yägetahnm
ሊገድሉ, ligädlu
ሕመሜ, ħmäme
አረማውያንም, 'ärämawyanm
ታስነሣለች, tasnäśaläč
ዙፋኔንም, zufanenm
አውልቆ, 'äwlqo
የሎጣን, yäloTan
እምቦሳውን, 'mbosawn
በቀዳዳ, bäqädada
ሊከፍት, likäft
ተወራረድ, täwäraräd
ከጫፎቹ, käČafoču
ትያዛለች, tyazaläč
ሲያቈጠቍጥ, siyaqʷäTäqʷT
መብራቴን, mäbraten
በዕጣንም, bäʕTanm
ጉዳትን, gudatn
አገርህን, 'ägärhn
በዓለሙ, bäʕalämu
የተዘጋጁትን, yätäzägaǧutn
ጠላ, Täla
የሚበቃቸውን, yämibäqačäwn
የፍርሃት, yäfrhat
ደፈናቸው, däfänačäw
እንዳይሰጡ, 'ndaysäTu
መዛግብቱ, mäzagbtu
መንገድዋንም, mängädwanm
ታስቡ, tasbu
ፍላጻና, flaṣana
እንዳታደላ, 'ndatadäla
ይረሕምኤል, yräħm'el
በተቀደስሁባቸው, bätäqädäshubačäw
ከጣዖታት, käTaʕotat
የተጨነቁትንም, yätäČänäqutnm
በተኛሁ, bätäñahu
ጭፍሮቹን, Čfročun
አልጠጣውም, 'älTäTawm
አሳባችሁን, 'äsabačhun
የገደላችሁትን, yägädälačhutn
ራእዮችን, ra'yočn
የማይችለውን, yämayčläwn
ላክሁት, lakhut
ይሸከሙታል, yšäkämutal
በዪው, bäyiw
የሚያውቁትና, yämiyawqutna
አውግስጦስ, 'äwgsTos
ይቀርብ, yqärb
ጭልፋዎቹን, Člfawočun
መዓቱንም, mäʕatunm
ይስገድ, ysgäd
መረቁንም, märäqunm
የተራሮችን, yätäraročn
ነበረብኝ, näbäräbñ
እቀዳለሁ, 'qädalähu
በሚመጣ, bämimäTa
ለቀቃት, läqäqat
አደባባዩንም, 'ädäbabayunm
እስክ, 'sk
ከሰማያዊና, käsämayawina
ለጠላቶቹ, läTälatoču
ስድስቱንም, sdstunm
ይመስሉአችኋልን, ymäslu'äčḫʷaln
በቂስ, bäqis
መናው, mänaw
እንደሚድን, 'ndämidn
ሰባተኛውንም, säbatäñawnm
ጥበብንም, Tbäbnm
ለሚጠላው, lämiTälaw
የሚሠራው, yämiśäraw
መስለሃል, mäslähal
ዋሻና, wašana
ነባዮት, näbayot
ሕዝብዋንም, ħzbwanm
መለከቶችን, mäläkätočn
በምኩራባቸው, bämkurabačäw
ይለቅቀዋል, yläqqäwal
አያስተምርም, 'äyastämrm
በደረሰም, bädäräsäm
ተንቀጥቅጦ, tänqäTqTo
ኮሬብ, koreb
ላማ, lama
ተንከባለሉ, tänkäbalälu
የሕልቃናም, yäħlqanam
ላይህ, layh
በዕጣን, bäʕTan
ኤርስጦስ, 'ersTos
ያስተሰርይለትም, yastäsärylätm
ኤማንም, 'emanm
መጣሽ, mäTaš
የጨለማውን, yäČälämawn
ጭኖበት, Čnobät
ቈራረጠ, qʷäraräTä
የተገባውን, yätägäbawn
በወይኔ, bäwäyne
ትዕቢተኞችም, tʕbitäñočm
ገመድና, gämädna
ጎርፍም, gorfm
ይቀድሱ, yqädsu
ግዛው, gzaw
ጣፋጩ, TafaČu
በድኖቻችሁ, bädnočačhu
በግራህ, bägrah
ተጠርቶአል, täTärto'äl
በፈረሱ, bäfäräsu
የተጠራችሁለት, yätäTäračhulät
ለለዋጮች, läläwaČoč
መኳንንቶች, mäkʷanntoč
ያጠፋታልና, yaTäfatalna
ዓቃን, ʕaqan
በቤዜቅ, bäbezeq
አጥንቶቹም, 'äTntočum
ለእናቴ, lä'nate
ፌርዛውያን, ferzawyan
ጨለሙ, Čälämu
ትበዛለች, tbäzaläč
በጸና, bäṣäna
በማይገባው, bämaygäbaw
እንዲያስፈልጋችሁ, 'ndiyasfälgačhu
ጽኑዓንም, ṣnuʕanm
መለኪያ, mäläkiya
አድርግም, 'ädrgm
ሰሎሜም, sälomem
ሞዳድ, modad
ይይዘው, yyzäw
የሰባውንም, yäsäbawnm
የሚጠራውን, yämiTärawn
ይሰበስብ, ysäbäsb
ቢወለድ, biwäläd
ገሮች, gäroč
ምስሎችዋ, msločwa
ትጨነቃላችሁ, tČänäqalačhu
ኤውላጥ, 'ewlaT
አብርቶ, 'äbrto
አልበደልንም, 'älbädälnm
ከበሬ, käbäre
ሴቶቹንና, setočunna
አውታሮቹም, 'äwtaročum
በመያዣው, bämäyažaw
የተባለለት, yätäbalälät
አትጠጣም, 'ätTäTam
እንዳያደርጉ, 'ndayadärgu
የሶርያዊው, yäsoryawiw
ሐምራዊውንም, ħämrawiwnm
የተኛበትን, yätäñabätn
የገባበት, yägäbabät
ለጠቢባን, läTäbiban
ተናገራችሁም, tänagäračhum
የሚያከብር, yämiyakäbr
የልጅነት, yälǧnät
ከብቶቻቸውንም, käbtočačäwnm
እየሠገገ, 'yäśägägä
በወይንሽ, bäwäynš
የጌራራ, yägerara
ሌሳም, lesam
ማሰናከያም, masänakäyam
ይጨነቃል, yČänäqal
ረጃጅሞች, räǧaǧmoč
ከተበተናችሁባትም, kätäbätänačhubatm
የነገሩንም, yänägärunm
ልያና, lyana
የምትገቡ, yämtgäbu
ከራሳችሁ, kärasačhu
የአንበሾችም, yä'änbäšočm
ትርፉ, trfu
ባይኖሩት, baynorut
ባሕርንና, baħrnna
ከጥንትም, käTntm
አድርጌሃለሁና, 'ädrgehalähuna
ከርኵሰት, kärkʷsät
በመሠዊያ, bämäśäwiya
በውበትህ, bäwbäth
የኤስሮምም, yä'esromm
አስተማረው, 'ästämaräw
ስዕል, sʕl
በልዑልም, bälʕulm
ወይኔ, wäyne
ያዘጋጀ, yazägaǧä
ለመቀደሻው, lämäqädäšaw
የሐካልያ, yäħäkalya
ከዳተኛይቱ, kädatäñaytu
ትባርከኝ, tbarkäñ
ከካህኑም, käkahnum
በእልፍኝ, bä'lfñ
የነገሠ, yänägäśä
ሽማግሌዎችንም, šmaglewočnm
ነግሦአል, nägśo'äl
አያገኛችሁም, 'äyagäñačhum
በመከራችሁ, bämäkäračhu
ሐሜተኞች, ħämetäñoč
ሲያውቅ, siyawq
መራኋችሁ, märaḫʷačhu
አታግባን, 'ätagban
ልብስዋ, lbswa
ተቅበዝባዥ, täqbäzbaž
እንደሚበራ, 'ndämibära
በብልቶቼ, bäbltoče
በሁለንተናዋ, bähuläntänawa
ይመርቀውም, ymärqäwm
የኪዳኑም, yäkidanum
እናገርም, 'nagärm
ለወዳጆቹ, läwädaǧoču
ሰቅሉም, säqlum
ከነዚህም, känäzihm
ይገናኛችኋል, ygänañačḫʷal
አርካዊው, 'ärkawiw
አሳቤና, 'äsabena
ታገሠች, tagäśäč
ከአዳን, kä'ädan
ነቢዩንም, näbiyunm
መልኪኤል, mälki'el
ከተዋሰ, kätäwasä
በጕልበታቸው, bägʷlbätačäw
ከሚወድቀው, kämiwädqäw
ወጡብን, wäTubn
በጥፋትም, bäTfatm
እንዲያምኑ, 'ndiyamnu
ቴርጋማ, tergama
በታችና, bätačna
ወትሮው, wätrow
ይዘብቱበትማል, yzäbtubätmal
ተሸካሚዎቹ, täšäkamiwoču
እንዳታደርገው, 'ndatadärgäw
እስራቱንም, 'sratunm
ምራቱም, mratum
አድቅቆም, 'ädqqom
ጥርጥር, TrTr
ከጊዜ, kägize
ወገባቸው, wägäbačäw
ይሙላ, ymula
አንገትም, 'ängätm
ለወርቁም, läwärqum
የልዩውን, yälyuwn
የአሂሳሚክ, yä'ähisamik
ዱቄቱ, duqetu
በዘመንህ, bäzämänh
ሰጥቻችኋለሁ, säTčačḫʷalähu
አንጾኪያም, 'änṣokiyam
ከማጉ, kämagu
እንዲሆንላት, 'ndihonlat
የአብያታር, yä'äbyatar
አይገድህምን, 'äygädhmn
በጌባ, bägeba
በእውቀትና, bä'wqätna
አያከብርም, 'äyakäbrm
ወገግታ, wägägta
ታስበው, tasbäw
ይበርራል, ybärral
አይሰሙምም, 'äysämumm
እንድትሄድ, 'ndthed
ጠላቶችንም, Tälatočnm
ሬሳህ, resah
ተርበው, tärbäw
ለመጠገን, lämäTägän
ያገኛቸውን, yagäñačäwn
እንዲገድሉ, 'ndigädlu
የሠራሁት, yäśärahut
በባልንጀራውም, bäbalnǧärawm
ያበራላቸው, yabäralačäw
ቢሰርቅ, bisärq
ሰይፉ, säyfu
የሚሳነው, yämisanäw
እየታበዩ, 'yätabäyu
ሑሳም, ħusam
መሸሽ, mäšäš
ብርቱዎችንም, brtuwočnm
ቢወልዱ, biwäldu
አንሥቶአል, 'änśto'äl
መዝገቡ, mäzgäbu
የማይታዘዝ, yämaytazäz
ለወንድሞቻቸው, läwändmočačäw
የሚኖርባትን, yäminorbatn
ያስጨንቃሉ, yasČänqalu
ሰምተህም, sämtähm
አስነሣት, 'äsnäśat
አቢሳንም, 'äbisanm
ቀሠፋቸው, qäśäfačäw
ጓዶች, gʷadoč
ሰኮናም, säkonam
የማይሰሙ, yämaysämu
ዕራቁትዋን, ʕraqutwan
ንቀትን, nqätn
አካሌም, 'äkalem
የሚገባችሁን, yämigäbačhun
የአቆስጣ, yä'äqosTa
በተሰወረ, bätäsäwärä
ቀርተዋል, qärtäwal
ልዝብ, lzb
ለመስበር, lämäsbär
የሚያልፈው, yämiyalfäw
ፍሬዬን, freyen
እኩሌታውን, 'kuletawn
ይመቱ, ymätu
የሚበቀል, yämibäqäl
እንደማደርግ, 'ndämadärg
ኤሎንን, 'elonn
የማይታየውን, yämaytayäwn
አስተያየት, 'ästäyayät
እየተከተለች, 'yätäkätäläč
ስድብና, sdbna
አይታሰቡም, 'äytasäbum
ቢበረቱብኝ, bibärätubñ
ሌላን, lelan
ልታደርገው, ltadärgäw
ከሳባ, käsaba
የገቡ, yägäbu
እናወራላችኋለን, 'nawäralačḫʷalän
ይቀርላታል, yqärlatal
ቀጂዎች, qäǧiwoč
እሳቱና, 'satuna
የእስራኤልንና, yä'sra'elnna
ጕብጕቡንና, gʷbgʷbunna
ከዐውሎ, käʕäwlo
በሔትሎን, bäħetlon
በንጽሕና, bänṣħna
ተማከሩበት, tämakärubät
በበቅሎ, bäbäqlo
ይወርዳልና, ywärdalna
መካከለኛውም, mäkakäläñawm
የሚድን, yämidn
የማይመረመረውን, yämaymärämäräwn
አትውደድ, 'ätwdäd
እንዳረገዘችም, 'ndarägäzäčm
ዛዕዋን, zaʕwan
የሚያገለግለውን, yämiyagälägläwn
የሠራን, yäśäran
ሲከራከሩ, sikärakäru
ይወስደኛል, ywäsdäñal
ሰማና, sämana
ቢያተርፍ, biyatärf
አድርጌልሃለሁ, 'ädrgelhalähu
ይቀበራሉ, yqäbäralu
አሶርም, 'äsorm
የአምስት, yä'ämst
መንግሥታትን, mängśtatn
ትጠሪኛለሽ, tTäriñaläš
እነግረዋለሁ, 'nägräwalähu
ጨልሞአል, Čälmo'äl
አትራራለት, 'ätraralät
ይገለበጣል, ygäläbäTal
ሲመለሱ, simäläsu
አፋችን, 'äfačn
በሎዶቅያም, bälodoqyam
ቢያረክስ, biyaräks
ያፈልሳቸዋል, yafälsačäwal
ፈረሰ, färäsä
ይወልዳል, ywäldal
ይከስሰው, ykässäw
አዞረው, 'äzoräw
አሰናብትሃለሁ, 'äsänabthalähu
ሲመሽም, simäšm
በወገባቸው, bäwägäbačäw
ከግብጻዊውም, kägbṣawiwm
እንበረከካለሁ, 'nbäräkäkalähu
እንዳሉት, 'ndalut
መጐናጸፊያውንም, mägʷänaṣäfiyawnm
የላካችሁኝ, yälakačhuñ
ሐውልቶቹንም, ħäwltočunm
የንስያ, yänsya
ሊያሳያቸው, liyasayačäw
ከዝሙትዋ, käzmutwa
እንዲቀብሩ, 'ndiqäbru
ዓናያ, ʕanaya
አመንዝረሻል, 'ämänzräšal
ምናምንቴና, mnamntena
ስደድና, sdädna
የታጠቁ, yätaTäqu
ለወንድምህም, läwändmhm
ዘመዳችን, zämädačn
ለጢሮስና, läTirosna
መጥተህም, mäTtähm
ባለፉት, baläfut
ሪሞን, rimon
ለማስተስረያ, lämastäsräya
በጎተራው, bägotäraw
ለሚያምን, lämiyamn
የግንቡም, yägnbum
በዓመፀኛ, bäʕamäṩäña
ከልክሎ, kälklo
በእንቅልፍ, bä'nqlf
ታምናለችና, tamnaläčna
እንዲገድል, 'ndigädl
ስድቤን, sdben
በእውቀቱ, bä'wqätu
