word,count,trans
አጠፋ, 22, 'äTäfa
ተናግሮአልና, 22, tänagro'älna
የተስፋ, 22, yätäsfa
ይህችም, 22, yhčm
ከእንግዲህም, 22, kä'ngdihm
መጣች, 22, mäTač
ገደለው, 22, gädäläw
ዘምሩ, 22, zämru
ቀኑን, 22, qänun
ይባረክ, 22, ybaräk
በፍታም, 22, bäftam
ጣሉት, 22, Talut
ሐሰትን, 22, ħäsätn
ሰልፈኞች, 22, sälfäñoč
አመሰግናለሁ, 22, 'ämäsägnalähu
ሬሳ, 22, resa
መሠዊያውን, 22, mäśäwiyawn
የውኃ, 22, yäwḫa
አያለሁ, 22, 'äyalähu
ጽሕፈት, 22, ṣħfät
ብላቴናውን, 22, blatenawn
ክርስቶስም, 22, krstosm
ጻፈ, 22, ṣafä
በየዓመቱ, 22, bäyäʕamätu
ደሴቶች, 22, däsetoč
መኖሪያ, 22, mänoriya
ባሪያዎቹም, 22, bariyawočum
ትንሽ, 22, tnš
በስፍራው, 22, bäsfraw
ስንፍና, 22, snfna
በሕይወቱ, 22, bäħywätu
ተፈጸመ, 22, täfäṣämä
ነበሩና, 22, näbäruna
ደርሶአል, 22, därso'äl
ባሪያውን, 22, bariyawn
ፈልጉ, 22, fälgu
ሆድ, 22, hod
አቅርቡ, 22, 'äqrbu
የሚያውቅ, 22, yämiyawq
የዳዊትን, 22, yädawitn
ጌታችን, 22, getačn
የሚወድ, 22, yämiwäd
ኪዳኑን, 22, kidanun
ሥራቸው, 22, śračäw
በግብፅም, 22, bägbṩm
ለማገልገል, 22, lämagälgäl
ርግብ, 22, rgb
ተቀበሉ, 22, täqäbälu
ከይሁዳም, 22, käyhudam
ለሙሴ, 22, lämuse
ንስር, 22, nsr
ከሞት, 22, kämot
ብልህ, 22, blh
ግንድ, 22, gnd
በብንያም, 22, bäbnyam
አልኋቸው, 22, 'älḫʷačäw
ታላቅም, 22, talaqm
ዘርግቶ, 22, zärgto
የቀኝ, 22, yäqäñ
ከእጁ, 22, kä'ǧu
ለሕዝቡም, 22, läħzbum
የማርቆስ, 22, yämarqos
እርም, 22, 'rm
የአባቱን, 22, yä'äbatun
ይፈርዳል, 22, yfärdal
ያዙ, 22, yazu
አራቱ, 22, 'äratu
የዔሳው, 22, yäʕesaw
እሰጣችኋለሁ, 22, 'säTačḫʷalähu
የሚኖር, 22, yäminor
እኛን, 22, 'ñan
የኤፍሬም, 22, yä'efrem
ይመስላል, 22, ymäslal
ተሰማ, 22, täsäma
ደምን, 22, dämn
አይሁዳዊ, 22, 'äyhudawi
ቤቴል, 22, betel
በማደሪያው, 22, bämadäriyaw
ደስም, 22, däsm
ለድሀ, 22, lädhä
በመንገድም, 22, bämängädm
ቡሩክ, 22, buruk
በጣም, 22, bäTam
ከሰማይም, 22, käsämaym
ታውቁ, 22, tawqu
ለማን, 21, läman
ዔሳው, 21, ʕesaw
ሆኖአልና, 21, hono'älna
የአሞንም, 21, yä'ämonm
ይሆንላችኋል, 21, yhonlačḫʷal
ቁም, 21, qum
ንጹሐን, 21, nṣuħän
በእኔም, 21, bä'nem
እሰድዳለሁ, 21, 'säddalähu
ወርቅና, 21, wärqna
በፍጹምም, 21, bäfṣumm
አባታችሁ, 21, 'äbatačhu
ያውቁ, 21, yawqu
ሶርያውያን, 21, soryawyan
ምግብ, 21, mgb
እወዳለሁ, 21, 'wädalähu
መሥዋዕትን, 21, mäśwaʕtn
የብንያም, 21, yäbnyam
መታው, 21, mätaw
የሚሰጥ, 21, yämisäT
የተባለች, 21, yätäbaläč
የኢን, 21, yä'in
በደቡብም, 21, bädäbubm
ልጃችሁ, 21, lǧačhu
ጳውሎስን, 21, Pawlosn
የንጉሡም, 21, yänguśum
ስማኝ, 21, smañ
የቤተ, 21, yäbetä
ለንጉሥ, 21, länguś
በለዓምም, 21, bäläʕamm
ከምድረ, 21, kämdrä
ተነሥ, 21, tänäś
መንግሥቱን, 21, mängśtun
አመጣ, 21, 'ämäTa
ለጌታዬ, 21, lägetaye
ከሆነው, 21, kähonäw
ምሕረትህ, 21, mħräth
ለአሮን, 21, lä'äron
ታደርግ, 21, tadärg
እሰጣቸዋለሁ, 21, 'säTačäwalähu
ሊባኖስ, 21, libanos
ጸና, 21, ṣäna
ባይሆን, 21, bayhon
አዛዥ, 21, 'äzaž
በኬብሮን, 21, bäkebron
ጀምሬ, 21, ǧämre
አካዝ, 21, 'äkaz
ሰጠን, 21, säTän
በነቢያት, 21, bänäbiyat
ለማየት, 21, lämayät
በደመና, 21, bädämäna
መስገጃ, 21, mäsgäǧa
መከር, 21, mäkär
ለመኑት, 21, lämänut
ብቻዬን, 21, bčayen
የሌለበት, 21, yäleläbät
ይል, 21, yl
ይጮኻሉ, 21, yČoKalu
አገሮች, 21, 'ägäroč
ጠቢባን, 21, Täbiban
ቁመቱም, 21, qumätum
ስእለት, 21, s'lät
ሩቅ, 21, ruq
ንጹሕም, 21, nṣuħm
ከእጄ, 21, kä'ǧe
የዮሴፍ, 21, yäyosef
ከከተማ, 21, käkätäma
ምርኮኞች, 21, mrkoñoč
ተዋጉ, 21, täwagu
ቀኑ, 21, qänu
ልባችሁ, 21, lbačhu
እስኪመጣ, 21, 'skimäTa
ምናሴ, 21, mnase
በአንድነትም, 21, bä'ändnätm
ልጆቻቸውም, 21, lǧočačäwm
አህዮች, 21, 'ähyoč
ያውቅ, 21, yawq
እንስት, 21, 'nst
ወዮላችሁ, 21, wäyolačhu
ፋሲካ, 21, fasika
አለውና, 21, 'äläwna
መሰምርያዋ, 21, mäsämryawa
እስትንፋስ, 21, 'stnfas
ኢዮብም, 21, 'iyobm
ኢዩ, 21, 'iyu
ሲወጣ, 21, siwäTa
ይዘህ, 21, yzäh
ይመጡ, 21, ymäTu
አላውቅም, 21, 'älawqm
ሥርዓትና, 21, śrʕatna
ውኃው, 21, wḫaw
በኃጢአት, 21, bäḫaTi'ät
ለመነው, 21, lämänäw
ምላስ, 21, mlas
ዮሐንስም, 21, yoħänsm
እሺ, 21, 'ši
እፍረት, 21, 'frät
በሸለቆው, 21, bäšäläqow
ስፍራው, 21, sfraw
በአራቱ, 21, bä'äratu
በረዶ, 21, bärädo
ከፈርዖን, 21, käfärʕon
አይደሉምን, 21, 'äydälumn
መብራት, 21, mäbrat
አባቶቻችሁ, 21, 'äbatočačhu
አለቆቹም, 21, 'äläqočum
የሌለው, 21, yäleläw
ከአባቴ, 21, kä'äbate
ወጥቶአል, 21, wäTto'äl
ሀብት, 21, häbt
ጣት, 21, Tat
ከንፈር, 21, känfär
ይድናል, 20, ydnal
የሚሉ, 20, yämilu
የሌለበትን, 20, yäleläbätn
ነፍስህ, 20, näfsh
ሕዝብን, 20, ħzbn
በባሕሩ, 20, bäbaħru
ገለዓድ, 20, gäläʕad
ግርማ, 20, grma
ያገለግሉ, 20, yagäläglu
የሆኑት, 20, yähonut
ሄዳችሁ, 20, hedačhu
ፈጽማችሁ, 20, fäṣmačhu
ከወንድሞቹ, 20, käwändmoču
ማድረግ, 20, madräg
ታላላቅ, 20, talalaq
ዕዳ, 20, ʕda
በጥሩ, 20, bäTru
የዘላለምን, 20, yäzälalämn
የሚያምን, 20, yämiyamn
አኖሩት, 20, 'änorut
በማን, 20, bäman
ጠላቶቼ, 20, Tälatoče
ትርፍ, 20, trf
ፍርዴን, 20, frden
ፈራ, 20, fära
አሞን, 20, 'ämon
አሞጽ, 20, 'ämoṣ
ጲላጦስ, 20, PilaTos
ድምፁን, 20, dmṩun
በራሴ, 20, bärase
ሌላው, 20, lelaw
ዓይኖችህ, 20, ʕaynočh
ፈራጅ, 20, färaǧ
በዚህና, 20, bäzihna
ማለ, 20, malä
አንተስ, 20, 'äntäs
በግራ, 20, bägra
የሰውም, 20, yäsäwm
በሆነው, 20, bähonäw
ራሴን, 20, rasen
ስለምን, 20, slämn
አላችሁ, 20, 'älačhu
ይወርዳል, 20, ywärdal
ያድርግ, 20, yadrg
ጌልገላ, 20, gelgäla
ዓመፅ, 20, ʕamäṩ
ሳያውቅ, 20, sayawq
በገና, 20, bägäna
ያልሆነ, 20, yalhonä
ልዑል, 20, lʕul
አንተንም, 20, 'äntänm
ይፈልጉ, 20, yfälgu
የይሁዳንም, 20, yäyhudanm
በፍልስጥኤማውያን, 20, bäflsT'emawyan
ልቤም, 20, lbem
የቀሩት, 20, yäqärut
በሰይፍና, 20, bäsäyfna
ወዳጄ, 20, wädaǧe
ሜሱላም, 20, mesulam
ተኝቶ, 20, täñto
ከዳን, 20, kädan
ወገኑ, 20, wägänu
ቍጣው, 20, qʷTaw
ስንዴ, 20, snde
ያስባል, 20, yasbal
ንጉሡና, 20, nguśuna
በላዩም, 20, bälayum
ከሚኖሩ, 20, käminoru
አውቃለሁና, 20, 'äwqalähuna
ወተትና, 20, wätätna
ስምህንም, 20, smhnm
አባቶቻችን, 20, 'äbatočačn
ከግራር, 20, kägrar
የመጠጥ, 20, yämäTäT
ከሰፈሩ, 20, käsäfäru
ለብቻቸው, 20, läbčačäw
በድንኳኑ, 20, bädnkʷanu
የሮቤል, 20, yärobel
የአገሩ, 20, yä'ägäru
መለሰላቸው, 20, mäläsälačäw
መልእክተኛ, 20, mäl'ktäña
ያቅርብ, 20, yaqrb
ፈጥነህ, 20, fäTnäh
የቀሩትን, 20, yäqärutn
ነበርን, 20, näbärn
ተግሣጽን, 20, tägśaṣn
ንገረኝ, 20, ngäräñ
መታሰቢያ, 20, mätasäbiya
ደማስቆ, 20, dämasqo
ድንገት, 20, dngät
አድምጥ, 20, 'ädmT
ሳሙኤልን, 20, samu'eln
የተቀመጡትን, 20, yätäqämäTutn
እስኪፈጸም, 20, 'skifäṣäm
በወጡ, 20, bäwäTu
ውረድ, 20, wräd
ሐናንያ, 20, ħänanya
ከተማም, 20, kätämam
እንሄዳለን, 20, 'nhedalän
ልቤን, 20, lben
ሰገዱ, 20, sägädu
ሆነን, 20, honän
ሕይወትን, 20, ħywätn
ላከኝ, 20, lakäñ
ትቶ, 20, tto
ወስዳ, 20, wäsda
ለብቻው, 20, läbčaw
አወጣቸው, 20, 'äwäTačäw
አላደረገም, 20, 'äladärägäm
አይቀርም, 20, 'äyqärm
የለኝም, 20, yäläñm
በኢያሪኮ, 20, bä'iyariko
አደርግ, 20, 'ädärg
ትተው, 20, ttäw
በሳኦል, 20, bäsa'ol
ኪዳኔን, 20, kidanen
ከዓለም, 20, käʕaläm
ባሪያህን, 20, bariyahn
ወዳለችው, 20, wädaläčw
ካህኑን, 20, kahnun
ሰማርያ, 20, sämarya
እንጀራና, 20, 'nǧärana
ሆነዋል, 20, honäwal
ያጥባል, 20, yaTbal
አገኙ, 20, 'ägäñu
ያዘዘው, 20, yazäzäw
ኃጢአትንም, 20, ḫaTi'ätnm
ስምንተኛው, 20, smntäñaw
ብሆን, 20, bhon
ተኩል, 20, täkul
ርስቱ, 20, rstu
ያስተሰርይለታል, 20, yastäsärylätal
ሰዎችና, 20, säwočna
ምጽጳ, 19, mṣPa
ከብት, 19, käbt
ልብሳቸውን, 19, lbsačäwn
ሌዋውያንን, 19, lewawyann
ሽማግሌዎችም, 19, šmaglewočm
በዙፋኑ, 19, bäzufanu
ደሙንም, 19, dämunm
እያዩ, 19, 'yayu
ተዋጋ, 19, täwaga
ከሕዝቡም, 19, käħzbum
ከተማይቱንም, 19, kätämaytunm
ሳንቃ, 19, sanqa
ያፍራሉ, 19, yafralu
አንዳንድ, 19, 'ändand
አቅርቡልኝ, 19, 'äqrbulñ
ለማዳን, 19, lämadan
ወለል, 19, wäläl
አምጡ, 19, 'ämTu
ይወድዳል, 19, ywäddal
የፍየል, 19, yäfyäl
ትንቢትን, 19, tnbitn
መጠጥ, 19, mäTäT
ለነበሩ, 19, länäbäru
ሰይጣን, 19, säyTan
ቅንዓት, 19, qnʕat
እሰጠዋለሁ, 19, 'säTäwalähu
ዔሳውም, 19, ʕesawm
መጣሁ, 19, mäTahu
አመኑ, 19, 'ämänu
ታች, 19, tač
በግምባሩ, 19, bägmbaru
የሚገባውን, 19, yämigäbawn
ወንዞች, 19, wänzoč
ጌታው, 19, getaw
አቃጠለ, 19, 'äqaTälä
መርዶክዮስ, 19, märdokyos
ኃጢአታቸውን, 19, ḫaTi'ätačäwn
መንገዴን, 19, mängäden
ምድሩን, 19, mdrun
የተጻፈውን, 19, yätäṣafäwn
ዳግመኛም, 19, dagmäñam
ቤቴ, 19, bete
የአሮንም, 19, yä'äronm
እንደዚሁ, 19, 'ndäzihu
ዘመንም, 19, zämänm
ኢዮአስ, 19, 'iyo'äs
የተቀመጡ, 19, yätäqämäTu
ለአባቶቻቸው, 19, lä'äbatočačäw
የክብር, 19, yäkbr
መጥተህ, 19, mäTtäh
በተራራ, 19, bätärara
ደዌው, 19, däwew
ፊትም, 19, fitm
ሳለን, 19, salän
ይቆማል, 19, yqomal
የተለየ, 19, yätäläyä
ቢሞት, 19, bimot
ርኵስ, 19, rkʷs
አላወቁም, 19, 'älawäqum
ክብርን, 19, kbrn
አፈሰሰ, 19, 'äfäsäsä
የሀያ, 19, yähäya
አነሣ, 19, 'änäśa
ወጣች, 19, wäTač
ተናገሩት, 19, tänagärut
ትሆናላችሁ, 19, thonalačhu
ሐዋርያ, 19, ħäwarya
አየች, 19, 'äyäč
የሆኑትን, 19, yähonutn
መቱ, 19, mätu
ቃልህን, 19, qalhn
አዘዘው, 19, 'äzäzäw
ይመጣ, 19, ymäTa
ፈራጆች, 19, färaǧoč
ሳለች, 19, saläč
የሌለባቸውን, 19, yäleläbačäwn
ሰጥቼሃለሁ, 19, säTčehalähu
አላወቀም, 19, 'älawäqäm
ያለችው, 19, yaläčw
ጢሞቴዎስ, 19, Timotewos
ሰገደ, 19, sägädä
ይሰማል, 19, ysämal
ሌሊትም, 19, lelitm
የምናሴ, 19, yämnase
ተደነቁ, 19, tädänäqu
ያደርገዋል, 19, yadärgäwal
ሚስቱ, 19, mistu
የሚሉት, 19, yämilut
የተባለ, 19, yätäbalä
በቤቴል, 19, bäbetel
አትችሉም, 19, 'ätčlum
የልጅ, 19, yälǧ
ዓለት, 19, ʕalät
ፈሪሳውያንም, 19, färisawyanm
በዓይንህ, 19, bäʕaynh
ለመሥራት, 19, lämäśrat
ልመና, 19, lmäna
አድርጎአልና, 19, 'ädrgo'älna
ጋርም, 19, garm
የታወቀ, 19, yätawäqä
ሊገናኘው, 19, ligänañäw
ተናገረኝ, 19, tänagäräñ
ለሁሉ, 19, lähulu
ሳኦልና, 19, sa'olna
ሊያደርግ, 19, liyadärg
በፈጸመ, 19, bäfäṣämä
ከነበረው, 19, känäbäräw
በመሠዊያውም, 19, bämäśäwiyawm
በአገርህ, 19, bä'ägärh
ልባችሁን, 19, lbačhun
ሰምቻለሁ, 19, sämčalähu
መናወጥ, 19, mänawäT
ይሰጠዋል, 19, ysäTäwal
የአሥራ, 19, yä'äśra
ይነሣሉ, 19, ynäśalu
ትወስዳለህ, 19, twäsdaläh
ታላቁን, 19, talaqun
ቀኖች, 19, qänoč
አበኔርም, 19, 'äbänerm
አጸናለሁ, 19, 'äṣänalähu
ተነሣና, 19, tänäśana
ባለጠጋ, 19, baläTäga
ሴቶችም, 19, setočm
ነፍሳት, 19, näfsat
መልእክተኞች, 19, mäl'ktäñoč
አስቀድመው, 19, 'äsqädmäw
በነበረ, 19, bänäbärä
እረኞች, 19, 'räñoč
በአፍህ, 19, bä'äfh
የእናንተ, 19, yä'nantä
ጊብዓ, 19, gibʕa
ቤቱንም, 19, betunm
ለምጽ, 19, lämṣ
የሚሠራ, 19, yämiśära
በመሸ, 19, bämäšä
ኪሩብ, 19, kirub
ሰጣት, 19, säTat
አለህ, 19, 'äläh
እስማኤል, 19, 'sma'el
ሌሎችንም, 19, leločnm
ያገኛል, 19, yagäñal
ፈጥነው, 19, fäTnäw
ከፍታ, 19, käfta
በፊታቸውም, 19, bäfitačäwm
ገዳይ, 19, gäday
ይሰጥ, 19, ysäT
አመድ, 19, 'ämäd
በየትውልዳቸው, 19, bäyätwldačäw
የከተማይቱም, 19, yäkätämaytum
አጋንንት, 19, 'ägannt
ይልቁንስ, 19, ylquns
በማናቸውም, 19, bämanačäwm
በሕዝቡም, 18, bäħzbum
በሰዎች, 18, bäsäwoč
ጠፋ, 18, Täfa
ነቢያትን, 18, näbiyatn
ሶምሶንም, 18, somsonm
ልብስም, 18, lbsm
በእናንተም, 18, bä'nantäm
ይሁዳን, 18, yhudan
በኃይሉ, 18, bäḫaylu
በአራተኛው, 18, bä'äratäñaw
የአምላካችንን, 18, yä'ämlakačnn
ለአምላካችን, 18, lä'ämlakačn
ከአሦር, 18, kä'äśor
ልጅን, 18, lǧn
በእግሩ, 18, bä'gru
ከአባታችን, 18, kä'äbatačn
በሕዝብህ, 18, bäħzbh
በሚዛን, 18, bämizan
ዕብራውያን, 18, ʕbrawyan
ኮከብ, 18, kokäb
አደረገች, 18, 'ädärägäč
ግራ, 18, gra
ከኃጢአት, 18, käḫaTi'ät
ኤርምያስን, 18, 'ermyasn
ኃጢአታቸውንም, 18, ḫaTi'ätačäwnm
ሌሊትና, 18, lelitna
እንድትሆኑ, 18, 'ndthonu
በስምንተኛውም, 18, bäsmntäñawm
ቢያደርግ, 18, biyadärg
ያደረገ, 18, yadärägä
መለከቱን, 18, mäläkätun
ልጆቻቸውንም, 18, lǧočačäwnm
ተናግሬአለሁ, 18, tänagre'älähu
ተከለ, 18, täkälä
ሦስተኛውም, 18, śostäñawm
በእጁም, 18, bä'ǧum
በኤርትራ, 18, bä'ertra
ለሳኦል, 18, läsa'ol
መለሱለት, 18, mäläsulät
ብልቶች, 18, bltoč
ካልሆነ, 18, kalhonä
ታደርጉ, 18, tadärgu
ነውርም, 18, näwrm
ጸጋና, 18, ṣägana
ይስማ, 18, ysma
በቃል, 18, bäqal
ሌዋውያንም, 18, lewawyanm
በአርጤክስስ, 18, bä'ärTekss
ንግሥት, 18, ngśt
አይደለችምን, 18, 'äydäläčmn
ምጥ, 18, mT
አብያተ, 18, 'äbyatä
ሊመጣ, 18, limäTa
እንዲኖር, 18, 'ndinor
ጋሻና, 18, gašana
መረብ, 18, märäb
አምጡልኝ, 18, 'ämTulñ
ወንበር, 18, wänbär
ዘጠና, 18, zäTäna
ይሆንልሃል, 18, yhonlhal
በምሳሌ, 18, bämsale
ሰባትም, 18, säbatm
በልባቸውም, 18, bälbačäwm
መጥቼ, 18, mäTče
በአሥረኛው, 18, bä'äśräñaw
አግኝቶ, 18, 'ägñto
ራቅ, 18, raq
ማረኝ, 18, maräñ
ከአፉ, 18, kä'äfu
ቅርብ, 18, qrb
በሚሆነው, 18, bämihonäw
ልጅህን, 18, lǧhn
ያለች, 18, yaläč
መጻተኞች, 18, mäṣatäñoč
የአሦርም, 18, yä'äśorm
ግቢ, 18, gbi
አድን, 18, 'ädn
አፉን, 18, 'äfun
ራሳችሁ, 18, rasačhu
ነፍሴንም, 18, näfsenm
ያለችውን, 18, yaläčwn
በአፋቸው, 18, bä'äfačäw
የተወደደ, 18, yätäwädädä
ሦስቱም, 18, śostum
በኢዮርብዓም, 18, bä'iyorbʕam
ሰማያትን, 18, sämayatn
ፈረስ, 18, färäs
መሠዊያው, 18, mäśäwiyaw
ለልጁ, 18, lälǧu
ለአንተም, 18, lä'äntäm
ከምናሴ, 18, kämnase
አስጸያፊ, 18, 'äsṣäyafi
ካህናቱን, 18, kahnatun
እኛስ, 18, 'ñas
ጡት, 18, Tut
በአጠገቡ, 18, bä'äTägäbu
ኪስ, 18, kis
ደርብ, 18, därb
ገደላቸው, 18, gädälačäw
ልጆችዋ, 18, lǧočwa
በእርሻ, 18, bä'rša
ደሙ, 18, dämu
ትእዛዙንም, 18, t'zazunm
በእግዚአብሔርና, 18, bä'gzi'äbħerna
ቀርቦአል, 18, qärbo'äl
ገነት, 18, gänät
መሰም, 18, mäsäm
ኑሩ, 18, nuru
ከነዓን, 18, känäʕan
ሰውንም, 18, säwnm
ለራሳችሁ, 18, lärasačhu
በአፉ, 18, bä'äfu
ስፍራዎች, 18, sfrawoč
አይገባውም, 18, 'äygäbawm
ቡቃያ, 18, buqaya
ለምንስ, 18, lämns
መግባት, 18, mägbat
በታቦቱ, 18, bätabotu
የጋድ, 18, yägad
ፍርድንና, 18, frdnna
አምስቱ, 18, 'ämstu
እጄ, 18, 'ǧe
አገኙት, 18, 'ägäñut
ሂድና, 18, hidna
ገናም, 18, gänam
ተማከሩ, 18, tämakäru
ተዉ, 18, täwu
የዘንባባ, 18, yäzänbaba
አሳ, 18, 'äsa
ይጸናል, 18, yṣänal
ነቢያትም, 18, näbiyatm
ራሳቸው, 18, rasačäw
ቀልጦ, 18, qälTo
የሠራውን, 18, yäśärawn
ሳንቆች, 18, sanqoč
ኅብስት, 18, ḫbst
ፍጥረት, 18, fTrät
መካን, 18, mäkan
መንደሮች, 18, mändäroč
እሆን, 18, 'hon
ተጽፎአልና, 18, täṣfo'älna
የዘበኞቹም, 18, yäzäbäñočum
ሂጂ, 18, hiǧi
ነህምያ, 18, nähmya
ምድርና, 18, mdrna
ይጮኻል, 18, yČoKal
ተቀመጠች, 18, täqämäTäč
ተቈጠሩ, 18, täqʷäTäru
ከመከተል, 18, kämäkätäl
ይነጋገር, 18, ynägagär
ከእነዚህም, 18, kä'näzihm
ወርድ, 18, wärd
በመከራ, 18, bämäkära
ለዮሴፍ, 18, läyosef
ከወለደ, 18, käwälädä
አይደለችም, 18, 'äydäläčm
በግብጽም, 18, bägbṣm
በታላቅም, 17, bätalaqm
የዕጣ, 17, yäʕTa
መረጠ, 17, märäTä
የአሞን, 17, yä'ämon
ጣለው, 17, Taläw
ጋለሞታ, 17, galämota
ድንግል, 17, dngl
ጠጋ, 17, Täga
የሰማይን, 17, yäsämayn
የያዕቆብን, 17, yäyaʕqobn
አስቴርም, 17, 'ästerm
ሲሆን, 17, sihon
ፍልስጥኤማውያንን, 17, flsT'emawyann
እልሃለሁ, 17, 'lhalähu
አታድርግ, 17, 'ätadrg
በመካከላችን, 17, bämäkakälačn
ከእህሉ, 17, kä'hlu
ይሸሻል, 17, yšäšal
የሚወጣ, 17, yämiwäTa
ባለጠግነት, 17, baläTägnät
የሚቀበል, 17, yämiqäbäl
ግብዞች, 17, gbzoč
የመጣ, 17, yämäTa
አመጡለት, 17, 'ämäTulät
ጌዴዎንም, 17, gedewonm
ኖኅም, 17, noḫm
ሽማግሌ, 17, šmagle
የተልባ, 17, yätälba
ዘይትም, 17, zäytm
የወርቁን, 17, yäwärqun
የሰሎሞን, 17, yäsälomon
በተፈጸመ, 17, bätäfäṣämä
ልጄን, 17, lǧen
ተከተሉ, 17, täkätälu
በአደባባይ, 17, bä'ädäbabay
ሥጋውን, 17, śgawn
እግሮቹም, 17, 'gročum
ደርሶአልና, 17, därso'älna
ቢገኝ, 17, bigäñ
ልባቸውም, 17, lbačäwm
በአንቺም, 17, bä'änčim
ከፊቱ, 17, käfitu
ዮሐናን, 17, yoħänan
ድሆች, 17, dhoč
አቅርብ, 17, 'äqrb
ሕፃኑ, 17, ħṩanu
ሮሜ, 17, rome
በሰይፍም, 17, bäsäyfm
ባላቅም, 17, balaqm
የሦስት, 17, yäśost
ግብፃውያንም, 17, gbṩawyanm
ምንኛ, 17, mnña
ወተት, 17, wätät
ሴትም, 17, setm
በፊቴም, 17, bäfitem
ከወይን, 17, käwäyn
በውስጥዋ, 17, bäwsTwa
ዝግባ, 17, zgba
ይነግሣል, 17, ynägśal
ተወ, 17, täwä
ቃልን, 17, qaln
ለያዕቆብም, 17, läyaʕqobm
እዘምራለሁ, 17, 'zämralähu
እናድርግ, 17, 'nadrg
በሰፈሩ, 17, bäsäfäru
የብንያምም, 17, yäbnyamm
በሰንበትም, 17, bäsänbätm
እፈልጋለሁ, 17, 'fälgalähu
የደኅንነት, 17, yädäḫnnät
አልተገኘም, 17, 'ältägäñäm
ለአንዱ, 17, lä'ändu
በጠላቶቻቸው, 17, bäTälatočačäw
ያቀርበዋል, 17, yaqärbäwal
እኅቴ, 17, 'ḫte
ተከተለው, 17, täkätäläw
ከፊት, 17, käfit
ዶሮ, 17, doro
ይሉ, 17, ylu
መናገር, 17, mänagär
መጠጊያ, 17, mäTägiya
አፈር, 17, 'äfär
ቤዛ, 17, beza
ካህናቱና, 17, kahnatuna
ውዴ, 17, wde
ይወስዳሉ, 17, ywäsdalu
የአባትህን, 17, yä'äbathn
ለንጉሡም, 17, länguśum
ትጉ, 17, tgu
የተመረጡ, 17, yätämäräTu
በዚያችም, 17, bäziyačm
አድርጎአል, 17, 'ädrgo'äl
ንጉሥና, 17, nguśna
ሴቶችን, 17, setočn
የፈርዖን, 17, yäfärʕon
ቅረቡ, 17, qräbu
ማኅበሩም, 17, maḫbärum
ታውቅ, 17, tawq
በአንተም, 17, bä'äntäm
በፋንታው, 17, bäfantaw
ይመልስ, 17, ymäls
ጓዳዎች, 17, gʷadawoč
አንዱንም, 17, 'ändunm
አትሁኑ, 17, 'äthunu
በሥጋው, 17, bäśgaw
ብድራት, 17, bdrat
ገብስ, 17, gäbs
አካዝያስ, 17, 'äkazyas
አትግለጥ, 17, 'ätgläT
ተገዙ, 17, tägäzu
የት, 17, yät
ክብርና, 17, kbrna
በፊትህም, 17, bäfithm
የሳኦል, 17, yäsa'ol
የወጡ, 17, yäwäTu
የምናሴም, 17, yämnasem
ተራራው, 17, täraraw
በመሬት, 17, bämäret
አያውቁም, 17, 'äyawqum
ከገሊላ, 17, kägälila
አዴር, 17, 'äder
በተቀደሰው, 17, bätäqädäsäw
ለባቢሎን, 17, läbabilon
መኳንንት, 17, mäkʷannt
እንደሚገባ, 17, 'ndämigäba
ከካህናት, 17, käkahnat
ወንድሞቻቸውም, 17, wändmočačäwm
በሰማርያም, 17, bäsämaryam
ይበልጣል, 17, ybälTal
እርግማን, 17, 'rgman
የጻድቅ, 17, yäṣadq
በባሕርም, 17, bäbaħrm
ወደቀች, 17, wädäqäč
ነፍሳቸውን, 17, näfsačäwn
መንገዱ, 17, mängädu
ኋላው, 17, ḫʷalaw
ኤዶምያስ, 17, 'edomyas
የሠራው, 17, yäśäraw
ይወጣ, 17, ywäTa
ጠላቶችህን, 17, Tälatočhn
ከሳኦል, 17, käsa'ol
በራሳቸው, 17, bärasačäw
ተደረገ, 17, tädärägä
አወጣው, 17, 'äwäTaw
ባረከው, 17, baräkäw
በተቀደሰ, 17, bätäqädäsä
ቀለበት, 17, qäläbät
ውደድ, 17, wdäd
በማዕድ, 17, bämaʕd
ከተሞችን, 17, kätämočn
የዓለም, 17, yäʕaläm
ፋሲካን, 17, fasikan
ሰብስቦ, 17, säbsbo
ጦርነት, 17, Tornät
አድርገኝ, 17, 'ädrgäñ
ሠራተኛ, 17, śäratäña
ባየች, 17, bayäč
ኢዮሣፍጥም, 17, 'iyośafTm
ለብሶ, 17, läbso
የተሠሩ, 17, yätäśäru
ትበላለች, 17, tbälaläč
ዋና, 17, wana
ዘገለዓድ, 17, zägäläʕad
ሸሽቶ, 17, šäšto
ቤርሳቤህ, 17, bersabeh
ከራሱ, 17, kärasu
ከፍልስጥኤማውያንም, 17, käflsT'emawyanm
ያድርጉ, 17, yadrgu
ያመጣል, 17, yamäTal
እጁም, 17, 'ǧum
የኢየሩሳሌምንም, 17, yä'iyärusalemnm
ሰባቱን, 17, säbatun
ነገም, 17, nägäm
ነበረበት, 17, näbäräbät
ለራስህ, 17, lärash
በድንገት, 17, bädngät
በወኅኒ, 17, bäwäḫni
በሞት, 17, bämot
ነፍሴም, 17, näfsem
በውስጡ, 16, bäwsTu
ከሚቃጠለው, 16, kämiqaTäläw
በገሊላ, 16, bägälila
ነፍስህም, 16, näfshm
ትኵር, 16, tkʷr
አባታችን, 16, 'äbatačn
